session_id,model,testgen_model,oracle,rounds,units_analyzed,functions_verified,cost_usd,tokens,incoherent_oracles_dropped,static_findings,execution_only_bugs,verification_gap_rate,confirmed,confirmed_static,confirmed_reliability_gap,refuted,confirmation_rate,inconclusive,not_execution_testable,verified_fixed,not_fixed,verified_fix_rate
20260708_133257_037b8105,gpt-oss-120b,gpt-oss-120b,correctness,5,33,3,0.0,44618,0,1,2,1.0,2,,,0,1.0,0,0,2,0,1.0
20260708_133927_9741bc8e,gpt-oss-120b,gpt-oss-120b,correctness,5,37,5,0.0,65160,0,1,1,1.0,1,,,0,1.0,0,0,1,0,1.0
20260708_134055_feb1bb51,gpt-oss-120b,gpt-oss-120b,correctness,5,87,5,0.0,59221,0,3,0,0.0,0,,,0,,0,1,,,
20260708_132745_6813b81e,gpt-oss-120b,gpt-oss-120b,correctness,5,73,20,0.0,310029,0,4,8,0.8,9,,,0,1.0,0,2,5,3,0.625
20260708_134205_b783fde0,gpt-oss-120b,gpt-oss-120b,correctness,5,106,5,0.0,72311,0,5,0,,0,,,0,,0,0,,,
20260708_134840_97889e31,gpt-oss-120b,gpt-oss-120b,correctness,5,108,2,0.0,33478,0,2,0,,0,,,0,,0,0,,,
20260708_135829_fcde4929,gpt-oss-120b,gpt-oss-120b,correctness,5,43,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_140258_bb7655d6,gpt-oss-120b,gpt-oss-120b,correctness,5,19,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_135818_852f5d78,gpt-oss-120b,gpt-oss-120b,correctness,5,56,1,0.0,14253,0,0,0,,0,,,0,,0,0,,,
20260708_140218_8d03891b,gpt-oss-120b,gpt-oss-120b,correctness,5,35,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_140457_b82b8a71,gpt-oss-120b,gpt-oss-120b,correctness,5,13,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_140504_3c23d409,gpt-oss-120b,gpt-oss-120b,correctness,5,40,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_135515_74eed6a9,gpt-oss-120b,gpt-oss-120b,correctness,5,134,0,0.0,0,0,2,0,,0,,,0,,0,0,,,
20260708_140556_bfe94625,gpt-oss-120b,gpt-oss-120b,correctness,5,65,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_140931_804fa66e,gpt-oss-120b,gpt-oss-120b,correctness,5,35,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_140618_64257af5,gpt-oss-120b,gpt-oss-120b,correctness,5,84,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_140915_05f12f83,gpt-oss-120b,gpt-oss-120b,correctness,5,105,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_141243_1ac7ffb8,gpt-oss-120b,gpt-oss-120b,correctness,5,87,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_142013_2328dad0,gpt-oss-120b,gpt-oss-120b,correctness,5,21,2,0.0,23059,0,2,0,,0,,,0,,0,0,,,
20260708_142415_752df748,gpt-oss-120b,gpt-oss-120b,correctness,5,154,3,0.0,52840,0,0,1,1.0,1,,,0,1.0,0,0,1,0,1.0
20260708_141308_7c279f8e,gpt-oss-120b,gpt-oss-120b,correctness,5,46,27,0.0,355837,0,8,1,1.0,4,,,0,1.0,3,0,1,0,1.0
20260708_142152_309ce629,gpt-oss-120b,gpt-oss-120b,correctness,5,23,19,0.0,267153,0,3,5,1.0,6,,,0,1.0,0,0,4,1,0.8
20260708_141504_55801816,gpt-oss-120b,gpt-oss-120b,correctness,5,47,27,0.0,376110,0,10,0,,0,,,0,,1,0,,,
20260708_144459_57bf8b4b,gpt-oss-120b,gpt-oss-120b,correctness,5,50,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_145014_1286be70,gpt-oss-120b,gpt-oss-120b,correctness,5,5,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_145046_f0aa38fc,gpt-oss-120b,gpt-oss-120b,correctness,5,5,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_144723_3acc04db,gpt-oss-120b,gpt-oss-120b,correctness,5,38,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_144537_09036546,gpt-oss-120b,gpt-oss-120b,correctness,5,61,0,0.0,0,0,1,0,,0,,,0,,0,0,,,
20260708_144616_53eead23,gpt-oss-120b,gpt-oss-120b,correctness,5,64,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_145122_57cfffca,gpt-oss-120b,gpt-oss-120b,correctness,5,30,0,0.0,0,0,3,0,,0,,,0,,0,0,,,
20260708_145117_d4a79afd,gpt-oss-120b,gpt-oss-120b,correctness,5,3,2,0.0,48047,0,3,0,0.0,0,,,0,,0,2,,,
20260708_145204_2cd0e6ac,gpt-oss-120b,gpt-oss-120b,correctness,5,23,3,0.0,46863,0,1,0,0.0,0,,,0,,0,1,,,
20260708_145443_4407d29b,gpt-oss-120b,gpt-oss-120b,correctness,5,30,1,0.0,23059,0,0,1,1.0,1,,,0,1.0,0,0,0,1,0.0
20260708_145259_e1b5edb8,gpt-oss-120b,gpt-oss-120b,correctness,5,22,4,0.0,64301,0,1,2,1.0,2,,,0,1.0,0,0,2,0,1.0
20260708_145645_38d358a5,gpt-oss-120b,gpt-oss-120b,correctness,5,41,2,0.0,25118,0,0,0,,0,,,0,,0,0,,,
20260708_145852_14efb2bb,gpt-oss-120b,gpt-oss-120b,correctness,5,41,2,0.0,22084,0,0,0,,0,,,0,,0,0,,,
20260708_150144_376ad352,gpt-oss-120b,gpt-oss-120b,correctness,5,74,0,0.0,0,0,2,0,,0,,,0,,0,0,,,
20260708_150446_5bcc7f66,gpt-oss-120b,gpt-oss-120b,correctness,5,42,2,0.0,23298,0,0,2,1.0,2,,,0,1.0,0,0,2,0,1.0
20260708_150942_72774a8a,gpt-oss-120b,gpt-oss-120b,correctness,5,31,1,0.0,20532,0,0,0,,0,,,0,,0,0,,,
20260708_150257_73626150,gpt-oss-120b,gpt-oss-120b,correctness,5,40,4,0.0,77671,0,1,2,0.6666666666666666,2,,,0,1.0,0,1,0,2,0.0
20260708_151155_c94985e9,gpt-oss-120b,gpt-oss-120b,correctness,5,7,5,0.0,88368,0,0,0,,0,,,0,,0,0,,,
20260708_145930_6b12272d,gpt-oss-120b,gpt-oss-120b,correctness,5,130,4,0.0,68877,0,0,1,1.0,1,,,0,1.0,0,0,1,0,1.0
20260708_151438_690d9a91,gpt-oss-120b,gpt-oss-120b,correctness,5,34,1,0.0,20397,0,0,0,,0,,,0,,0,0,,,
20260708_151835_2d70e09c,gpt-oss-120b,gpt-oss-120b,correctness,5,18,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_152030_e9f3b995,gpt-oss-120b,gpt-oss-120b,correctness,5,8,0,0.0,0,0,1,0,,0,,,0,,0,0,,,
20260708_151538_ced4d3ac,gpt-oss-120b,gpt-oss-120b,correctness,5,48,1,0.0,11824,0,3,0,,0,,,0,,0,0,,,
20260708_151931_41fae1ef,gpt-oss-120b,gpt-oss-120b,correctness,5,35,1,0.0,10954,0,1,0,,0,,,0,,0,0,,,
20260708_152203_0cb6b9a7,gpt-oss-120b,gpt-oss-120b,correctness,5,18,1,0.0,14219,0,0,0,,0,,,0,,0,0,,,
20260708_152359_294718da,gpt-oss-120b,gpt-oss-120b,correctness,5,66,0,0.0,0,0,2,0,,0,,,0,,0,0,,,
20260708_152455_227d1381,gpt-oss-120b,gpt-oss-120b,correctness,5,20,2,0.0,43629,0,1,1,1.0,1,,,0,1.0,0,1,1,0,1.0
20260708_153142_e30816a6,gpt-oss-120b,gpt-oss-120b,correctness,5,13,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_153305_e03675df,gpt-oss-120b,gpt-oss-120b,correctness,5,3,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_153117_f6c000de,gpt-oss-120b,gpt-oss-120b,correctness,5,31,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_153433_41b11bdd,gpt-oss-120b,gpt-oss-120b,correctness,5,12,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_152124_ad903901,gpt-oss-120b,gpt-oss-120b,correctness,5,64,13,0.0,126657,0,0,5,1.0,5,,,0,1.0,0,0,4,1,0.8
20260708_153324_08fba182,gpt-oss-120b,gpt-oss-120b,correctness,5,38,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_153550_07063955,gpt-oss-120b,gpt-oss-120b,correctness,5,27,0,0.0,0,0,1,0,,0,,,0,,0,0,,,
20260708_153727_df51b717,gpt-oss-120b,gpt-oss-120b,correctness,5,15,0,0.0,0,0,3,0,,0,,,0,,0,0,,,
20260708_153711_f9437178,gpt-oss-120b,gpt-oss-120b,correctness,5,22,1,0.0,13113,0,1,0,,0,,,0,,0,1,,,
20260708_151806_68eb47c2,gpt-oss-120b,gpt-oss-120b,correctness,5,28,26,0.0,448721,0,2,0,,0,,,0,,0,0,,,
20260708_153848_a048aebf,gpt-oss-120b,gpt-oss-120b,correctness,5,46,5,0.0,86354,0,2,0,,0,,,0,,0,1,,,
20260708_154033_bee4ffff,gpt-oss-120b,gpt-oss-120b,correctness,5,53,3,0.0,56446,0,3,0,,0,,,0,,0,3,,,
20260708_154916_f49981b8,gpt-oss-120b,gpt-oss-120b,correctness,5,12,0,0.0,0,0,1,0,,0,,,0,,0,0,,,
20260708_153911_ec83d71a,gpt-oss-120b,gpt-oss-120b,correctness,5,35,10,0.0,151062,0,18,0,,0,,,0,,0,1,,,
20260708_155417_8d73bb2e,gpt-oss-120b,gpt-oss-120b,correctness,5,19,2,0.0,28159,0,1,1,1.0,1,,,0,1.0,0,0,0,0,
20260708_155906_3a15dae6,gpt-oss-120b,gpt-oss-120b,correctness,5,23,1,0.0,13475,0,0,0,,0,,,0,,0,0,,,
20260708_154639_6cb4411d,gpt-oss-120b,gpt-oss-120b,correctness,5,83,5,0.0,93882,0,0,3,1.0,3,,,0,1.0,0,0,1,1,0.5
20260708_155038_6edb9e8d,gpt-oss-120b,gpt-oss-120b,correctness,5,19,12,0.0,128005,0,4,1,0.5,1,,,0,1.0,0,1,1,0,1.0
20260708_160352_00c9a658,gpt-oss-120b,gpt-oss-120b,correctness,5,13,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_160343_97bfa118,gpt-oss-120b,gpt-oss-120b,correctness,5,24,2,0.0,30853,0,0,1,1.0,1,,,0,1.0,0,0,1,0,1.0
20260708_160516_48240c8f,gpt-oss-120b,gpt-oss-120b,correctness,5,33,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_160846_8ea097db,gpt-oss-120b,gpt-oss-120b,correctness,5,17,2,0.0,23505,0,2,0,,0,,,0,,0,1,,,
20260708_161221_e456d387,gpt-oss-120b,gpt-oss-120b,correctness,5,33,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_160233_b1c15106,gpt-oss-120b,gpt-oss-120b,correctness,5,33,9,0.0,125398,0,0,3,1.0,3,,,0,1.0,0,0,0,3,0.0
20260708_161749_220ff0e0,gpt-oss-120b,gpt-oss-120b,correctness,5,28,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_162050_49de61f8,gpt-oss-120b,gpt-oss-120b,correctness,5,12,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_161551_2e28041e,gpt-oss-120b,gpt-oss-120b,correctness,5,50,1,0.0,13802,0,0,0,,0,,,0,,0,0,,,
20260708_162208_4d690ca9,gpt-oss-120b,gpt-oss-120b,correctness,5,11,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_155003_2e72d252,gpt-oss-120b,gpt-oss-120b,correctness,5,60,30,0.0,346075,0,9,1,0.3333333333333333,1,,,0,1.0,0,4,1,0,1.0
20260708_160844_7561672b,gpt-oss-120b,gpt-oss-120b,correctness,5,42,8,0.0,146462,0,3,5,0.8333333333333334,5,,,0,1.0,0,1,3,2,0.6
20260708_162424_4e73c34c,gpt-oss-120b,gpt-oss-120b,correctness,5,20,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_162318_691eb490,gpt-oss-120b,gpt-oss-120b,correctness,5,25,2,0.0,26419,0,0,0,,0,,,0,,0,0,,,
20260708_162219_518b01ec,gpt-oss-120b,gpt-oss-120b,correctness,5,52,2,0.0,26188,0,0,0,,0,,,0,,0,0,,,
20260708_162631_83ae6e9a,gpt-oss-120b,gpt-oss-120b,correctness,5,41,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_162946_be339c9a,gpt-oss-120b,gpt-oss-120b,correctness,5,30,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_163053_38159048,gpt-oss-120b,gpt-oss-120b,correctness,5,31,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_162734_bbfd6d64,gpt-oss-120b,gpt-oss-120b,correctness,5,42,3,0.0,34276,0,0,1,1.0,1,,,0,1.0,0,0,1,0,1.0
20260708_163412_251d7d3f,gpt-oss-120b,gpt-oss-120b,correctness,5,32,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_163738_29cb1358,gpt-oss-120b,gpt-oss-120b,correctness,5,35,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_162533_b030de02,gpt-oss-120b,gpt-oss-120b,correctness,5,76,10,0.0,116538,0,4,1,1.0,1,,,0,1.0,0,4,0,1,0.0
20260708_163258_5edbe981,gpt-oss-120b,gpt-oss-120b,correctness,5,74,2,0.0,45488,0,0,2,1.0,2,,,0,1.0,0,0,0,2,0.0
20260708_164342_489811c1,gpt-oss-120b,gpt-oss-120b,correctness,5,4,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_163444_0f7cee09,gpt-oss-120b,gpt-oss-120b,correctness,5,102,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_164407_ea9710e1,gpt-oss-120b,gpt-oss-120b,correctness,5,47,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_164904_3e43f639,gpt-oss-120b,gpt-oss-120b,correctness,5,0,0,0.0,0,0,0,0,,,,,,,,,,,
20260708_164532_df2de9d8,gpt-oss-120b,gpt-oss-120b,correctness,5,47,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_164124_00986e6b,gpt-oss-120b,gpt-oss-120b,correctness,5,92,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_165105_cb3bae9e,gpt-oss-120b,gpt-oss-120b,correctness,5,0,0,0.0,0,0,0,0,,,,,,,,,,,
20260708_164122_3090f016,gpt-oss-120b,gpt-oss-120b,correctness,5,133,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_165029_cd400e09,gpt-oss-120b,gpt-oss-120b,correctness,5,65,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_165719_1ac22c05,gpt-oss-120b,gpt-oss-120b,correctness,5,0,0,0.0,0,0,0,0,,,,,,,,,,,
20260708_165105_090d1f92,gpt-oss-120b,gpt-oss-120b,correctness,5,74,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_165523_e2906b2b,gpt-oss-120b,gpt-oss-120b,correctness,5,42,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_165719_b113247e,gpt-oss-120b,gpt-oss-120b,correctness,5,30,0,0.0,0,0,4,0,,0,,,0,,0,0,,,
20260708_165950_1c6e0f00,gpt-oss-120b,gpt-oss-120b,correctness,5,18,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_170039_a0efec55,gpt-oss-120b,gpt-oss-120b,correctness,5,20,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_165854_b54091f4,gpt-oss-120b,gpt-oss-120b,correctness,5,44,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_170334_8d5eac7a,gpt-oss-120b,gpt-oss-120b,correctness,5,16,1,0.0,14608,0,2,0,,0,,,0,,0,0,,,
20260708_170245_69f4d567,gpt-oss-120b,gpt-oss-120b,correctness,5,22,1,0.0,17268,0,0,0,,0,,,0,,0,0,,,
20260708_164904_37e904d2,gpt-oss-120b,gpt-oss-120b,correctness,5,163,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_170601_39cc6439,gpt-oss-120b,gpt-oss-120b,correctness,5,15,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_170145_3debefb4,gpt-oss-120b,gpt-oss-120b,correctness,5,70,1,0.0,15018,0,0,0,,0,,,0,,0,0,,,
20260708_170606_97102290,gpt-oss-120b,gpt-oss-120b,correctness,5,56,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_171208_914ed683,gpt-oss-120b,gpt-oss-120b,correctness,5,9,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_170618_ee758f8b,gpt-oss-120b,gpt-oss-120b,correctness,5,68,1,0.0,19268,0,0,0,,0,,,0,,0,0,,,
20260708_171430_0a26cf42,gpt-oss-120b,gpt-oss-120b,correctness,5,3,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_171449_c1ff5944,gpt-oss-120b,gpt-oss-120b,correctness,5,10,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_171306_4d0c590d,gpt-oss-120b,gpt-oss-120b,correctness,5,26,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_171554_2e03c687,gpt-oss-120b,gpt-oss-120b,correctness,5,1,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_171601_b1174809,gpt-oss-120b,gpt-oss-120b,correctness,5,0,0,0.0,0,0,0,0,,,,,,,,,,,
20260708_171553_bf6b9831,gpt-oss-120b,gpt-oss-120b,correctness,5,5,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_171626_bd64002b,gpt-oss-120b,gpt-oss-120b,correctness,5,7,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_171601_22b977d6,gpt-oss-120b,gpt-oss-120b,correctness,5,16,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_171745_aec964f7,gpt-oss-120b,gpt-oss-120b,correctness,5,3,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_171805_453282c4,gpt-oss-120b,gpt-oss-120b,correctness,5,5,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_171711_dbdd1b76,gpt-oss-120b,gpt-oss-120b,correctness,5,19,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_170738_0e667500,gpt-oss-120b,gpt-oss-120b,correctness,5,81,4,0.0,67286,0,0,0,,0,,,0,,0,0,,,
20260708_171837_b8f9e360,gpt-oss-120b,gpt-oss-120b,correctness,5,10,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_171914_ffa31478,gpt-oss-120b,gpt-oss-120b,correctness,5,7,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_171938_cf1fe782,gpt-oss-120b,gpt-oss-120b,correctness,5,8,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_172029_7c1de688,gpt-oss-120b,gpt-oss-120b,correctness,5,6,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_171942_37b42b25,gpt-oss-120b,gpt-oss-120b,correctness,5,17,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_172000_e251e823,gpt-oss-120b,gpt-oss-120b,correctness,5,18,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
20260708_172107_da984432,gpt-oss-120b,gpt-oss-120b,correctness,5,9,0,0.0,0,0,0,0,,0,,,0,,0,0,,,
